Revolt;Participants;Year;Monarchy;Synopsis;Country;freq
Tupac Amaru rebellion 1780-1783;Indigenous;1780;Spanish;Rebelión que se extendió por los Andes del Perú, Charcas (Bolivia) y hasta el Río de la Plata, contra las reformas borbónicas que afectaban la organización política de las comunidades y la tributación de los comerciantes de la zona, que eran mayormente curacas indígenas.;Peru;84
Tupak Katari rebellion 1781;Indigenous;1781;Spanish;Uno de los comunes denominadores observados en Andes durante buena parte del siglo XVIII fue la crisis en los sistemas de autoridad. Los alzamientos en contra de las reformas impuestas por la corona española estuvieron presentes a lo largo del siglo, así como también las disputas intra-comunitarias dirimidas en torno al rol de los caciques indígenas, que vieron disminuida su autoridad. La larga crisis culminó con la Gran Rebelión, que tuvo diferentes epicentros: Cuzco, Chayanta y La Paz. El levantamiento liderado por Julián Azpaza (Tupac Katari) y su esposa Bartolina Sisa tuvo su sello distintivo en tanto evidenció un marcado carácter anti-español y anti-blanco, que rechazó abiertamente al rey de España, proponiendo una transformación radical que aspiró al autogobierno indígena. Al mando de un ejército de más de 40 mil hombres y mujeres fundamentalmente aymaras -aunque también mestizos, mulatos y negros- Katari cercó la ciudad de la Paz en marzo del año de 1781, en un asedio que duró 109 días y finalizó el primero de julio. Luego de 40 días, se produjo un nuevo ataque indígena a la ciudad por el lapso de otros 64, al cabo del cual los españoles la recuperaron gracias a la ayuda enviada por Buenos Aires. Katari fue ejecutado en noviembre de ese mismo año, mientras que Sisa lo fue en septiembre de 1782. Así haya sido por un breve espacio de tiempo, este fue un movimiento de emancipación manifestado en fuerte rebelión que subvirtió completamente el orden político.;Bolivia;84
Tutotepec rebellion 1766-1769;Indigenous;1766;Spanish;La rebelión tuvo lugar en el segundo lustro de la década de 1760 en la Sierra de Tutotepec, en el actual estado mexicano de Hidalgo. En agosto de 1766 se produjo un levantamiento de los indios otomíes de las sierras de Tutotepec y Tenango. Al año siguiente la aparición de un líder visionario y místico, el indio Diego Agustín, más tarde conocido como Juan Diego, dio a la revuelta un carácter religioso y apocalíptico. Junto al personaje principal, considerado el representante de Dios en la Tierra, se encontraba su esposa o compañera, a la que se consideraba representante de la Virgen de Guadalupe. Juan Diego y sus ideas lograron muy pronto la adhesión de los habitantes de unos 20 pueblos. Cientos de indígenas se negaron a pagar tributos al rey y a la Iglesia, al tiempo que difundían en la sierra los mensajes proféticos de su líder, quien profetizaba que en un futuro cercano una gran inundación destruiría el mundo conocido para dar paso al surgimiento de un nuevo mundo y un nuevo orden, en el que los indios serían los amos y los españoles sus sirvientes. El asalto al Cerro Azul o de San Mateo, donde se situaba el santuario y centro de la insurrección, la noche del 21 al 22 de agosto de 1769 dio por acabado el tumulto y con ella el movimiento mesiánico y milenarista protagonizado por el visionario Juan Diego, capturado el 10 de septiembre.;Mexico;84
Tzeltal rebellion in Chiapas 1712;Indigenous;1712;Spanish;La Rebelión Tzeltal fue una revuelta de los indios tzeltales, tzotziles, y choles de las tierras altas de Chiapas que estalló a principios de agosto de 1712 en la provincia de Los Zendales, Audiencia de Guatemala. Las opiniones varían en cuanto a las causas, pero la mayoría coinciden en señalar que el período posterior a 1700 estuvo marcado por crisis económicas, epidemias y plagas de langosta. Además, el obispo Álvarez de Toledo quiso financiar un programa de construcción monumental en San Cristóbal con una serie de visitas a los pueblos en donde cobró a los indios diezmos por sus cofradías. Las primeras expresiones de inconformidad se manifestaron en forma de devociones religiosas. Los indios empezaron a rendir culto a imágenes que se decía habían aparecido milagrosamente. La primera aparición se dio en 1708 en Zinacantán, donde un ermitaño mesiánico perturbó la paz hasta que fue capturado. En junio de 1712, la Virgen María se le apareció a una joven en Cancuc y, en poco tiempo, la aldea desafió los intentos de destruir el culto y convocó a otras 20 para iniciar un levantamiento y expulsar a los españoles. Después de varias batallas, Cancuc fue tomado y las operaciones militares pacificaron las otras aldeas 20 o 30 aldeas. Durante su breve independencia, los líderes de Cancuc intentaron establecer la legitimidad, formar un gobierno y ordenar un nuevo clero nativo. La derrota de la revuelta fue tan profunda que dejó a la provincia devastada y en la pobreza más profunda.;Mexico;84
Yaqui rebellion 1740;Indigenous;1740;Spanish;Son varias las causas que provocaron la rebelión de los yaquis en 1740, pero la raíz de la misma se encuentra en el enfrentamiento entre el gobernador de Sonora y Sinaloa, y los jesuitas por el ejercicio del poder en las misiones. Además de seguir manteniendo el derecho a elegir a sus dirigentes en sus cabildos, que los misioneros querían suprimir para imponer sus candidatos, reivindicaban los indígenas que los padres no les impidieran salir a trabajar fuera de las misiones, a las minas y ranchos de la zona, y que se moderase el trabajo obligatorio a favor de los padres. A esto se unió el problema de la propiedad de la tierra, que comenzaron a usurpar mestizos llegados como servidores de algunos jesuitas, especialmente del P. González, así como la medición de aquélla por orden del gobernador, que les hizo creer iban a ser despojados a favor de los españoles. La mala cosecha de 1740 y la decisión de los padres de exportar parte del exiguo excedente a las misiones de la Baja California, provocó el levantamiento, al que pronto se unieron pimas y mayos. Liderados por Juan Ignacio Usacamea, llamado el Muni, y Bernabé Besoritemea, saqueron y quemaron ranchos y haciendas, obligando a los españoles residentes en la zona a buscar refugio en los principales asentamientos de la zona. Las fuerzas enviadas para reprimir el movimiento consiguieron frenarlo, los líderes acabaron ejerciendo de pacificadores, por lo que serían recompensados, y en Septiembre las comunidades pidieron perdón.;Mexico;84
Yaqui rebellion 1741;Indigenous;1741;Spanish;Se trata en realidad del epílogo de la revuelta del año anterior. El 14 Junio de 1741 el nuevo gobernador de Sonora y Sinaloa, D. Agustín de Vildósola, apresó a los líderes yaquis, Juan Ignacio Usacamea, conocido como el Muni, Bernabé Basoritemea, Juan Calixto Ayamea y “otros caudillos peligrosos”, acusándolos de estar preparando otro levantamiento para la víspera del día de San Juan, y tras un juicio riguroso, fueron ejecutados nueve días más tarde, a pesar de sus protestas de inocencia y sin tener en cuentas sus cargos de gobierno en su comunidad y los servicios prestados para pacificar el levantamiento anterior, por el que habían sido recompensados. Para algunos historiadores, no hubo tal conspiración y se trató de un ajuste de cuentas orquestada por la facción vencedora dentro del grupo español, los vizcaínos, que apoyaban a los jesuitas, eliminando a los que habían enfrentado la autoridad de los padres en las misiones apoyados por el gobernador ahora cesado, D. Manuel Bernal de Huidobro, quien buscaba limitar el poder de los religiosos en el territorio, y que fue sometido a investigación mientras era reemplazado por Vildósola, convertido en el nuevo hombre fuerte, y era acusado por los misioneros de ser el responsable de la rebelión de 1740.;Mexico;84
Yoremes rebellion 1769;Indigenous;1769;Spanish;Estos indígenas, también llamados “mayos” y “fuerteños”, por vivir en los valles de los ríos Mayo y Fuerte, en Sonora y Sinaloa, respectivamente, o “cahítas”, por la lengua que hablaban, emparentados con los yaquis, en cuya rebelión de 1740 participaran, experimentaron un empeoramiento en sus condiciones de vida con la expulsión de los jesuitas y la aplicación de las reformas borbónicas introducidas por José de Gálvez. La expulsión de los primeros afectó al patrimonio territorial, pues el que se consideraba de los religiosos se cedió en beneficio de los pobladores hispanos. Dejaron de ser indios de misión y quedaron sometidos a nuevas cargas tributarias a favor de la Corona, y fueron, mediante recluta forzosa, enviados a trabajar a las minas de California, a donde se enviaba parte de sus cosechas (nueva fiscalidad). El descubrimiento de minas de plata en Sonora, y el establecimiento de haciendas agropecuarias para abastecer los centros mineros, provocó una creciente presión sobre las tierras indígenas, que fueron medidas de manera interesada en beneficio de los colonos por las autoridades. Se levantaron seis pueblos en la zona de Río Fuerte a principios de Junio llevando a cabo saqueos y ataques a iglesias. A principios de Julio estaba sofocada. La represión de Gálvez fue brutal (recibió críticas), se dictaron 21 penas de muerte y hubo pena de cárcel azotes y corte de pelo (muy humillante para los indios). No volvieron a producirse levantamientos indígenas en esta zona.;Mexico;84
Zapotec uprising 1550;Indigenous;1550;Spanish;"En 1550 se manifiesta un foco de sublevación en las proximidades de la ciudad de Oaxaca. Se trata de grupos zapotecos entre quienes se comienza a difundir la idea del regreso de un antiguo jefe que lucharía contra los españoles para restaurar el antiguo orden. Se trata de un movimiento mesiánico que refiere a la historia tolteca de Topiltzin Quetzacóatl y el anuncio de su regreso. Desde el punto de vista de los españoles, los zapotecas no querían trabajar ni cultivar alimentos para ellos para matarlos de hambre; los indígenas, por su parte, encontraban excesiva la carga de trabajo. Se requirió la intervención del Virrey Antonio de Mendoza y el envío de ejército para controlar la rebelión. Los líderes de la sublevación huyen hacia Tehuantépec, donde son capturados.";Mexico;84
Comuneros of Paraguay insurrection II 1732;Local elites;1732;Spanish;Las reducciones jesuitas cercanas a la región de Asunción concentraban la mayor parte de mano de obra indígena disponible y representaban una fuerza económica que competía con los intereses de los vecinos (‘comuneros’). La expansión de las misiones era percibida como una dura competencia en el comercio local. Sumidos en el encierro económico, con sus derechos lesionados, los asunceños fueron ahondando las tensiones sociales con los religiosos. La primera rebelión se desencadenó en 1723, los comuneros rechazaron las órdenes virreinales e impusieron a un gobernador (Antequera) sin el consentimiento del virrey. La segunda revuelta se produce tras los ajusticiamientos de José de Antequera y de Juan de Mena --procurador de los asunceños-- en la plaza principal de Lima en 1731. El fuerte descontento en el Paraguay por este hecho provocó la muerte del nuevo gobernador del Paraguay enviado por el virrey para descabezar el movimiento comunero. A partir de entonces el Cabildo se disolvió y el gobierno quedó en manos de los insurgentes sumiendo la provincia en el descontrol social. Durante tres años la ciudad de Asunción permaneció en su propio desgobierno. El gobernador de Buenos Aires dispuso de una fuerza militar suficiente para perseguir a los insurgentes y castigar sus crímenes. Las tropas leales iniciaron la persecución, lograron dispersar al ejército comunero y atraparon a los principales cabecillas.;Paraguay;1
Guarapiche River rebellion 1669;Indigenous;1669;Spanish;Em 16 de agosto de 1669, um duplo movimento insurrecional de índios tomou conta da região próxima do rio Guarapiche, na província de Nueva Andalucía, parte da atual Venezuela. O ponto de partida da cadeia dos acontecimentos rebeldes foi uma ação coordenada de insubordinação por encomenderos e criadores de gado frente a uma proibição lançada naquele ano, pelo governador local, contra a livre atuação de indivíduos particulares nos territórios dirigidos por missionários, especialmente capuchinhos, o que na prática atravancava o processo de expansão das áreas de cultivo que até então estava em curso. Os colonos assaltaram as missões de Aricagua e San Francisco do Guarapiche, capturando parte dos indígenas que nelas estavam reduzidos (enquanto outra parte destes teria aproveitado a ocasião para fugir). Pouco tempo depois, fazendo frente ao assédio sofrido, dezenas de caciques Kari’ña, Chaima y Cuaca da mesma área (aproximados por múltiplas redes interétnicas de contato guerreiro) aliaram-se e promoveram uma insurreição conjunta contra os colonizadores espanhóis. Os ameríndios assassinaram numerosos proprietários e criadores de gado coloniais, assim como atacaram os próprios redutos missionais. A aliança do movimento indígena foi atribuída, no período, a um nativo da missão de San Francisco conhecido como “el herrero”.;Venezuela;1
Guarapiche River rebellion 1670;Settlers/colonists;1669;Spanish;Em 16 de agosto de 1669, um duplo movimento insurrecional de índios tomou conta da região próxima do rio Guarapiche, na província de Nueva Andalucía, parte da atual Venezuela. O ponto de partida da cadeia dos acontecimentos rebeldes foi uma ação coordenada de insubordinação por encomenderos e criadores de gado frente a uma proibição lançada naquele ano, pelo governador local, contra a livre atuação de indivíduos particulares nos territórios dirigidos por missionários, especialmente capuchinhos, o que na prática atravancava o processo de expansão das áreas de cultivo que até então estava em curso. Os colonos assaltaram as missões de Aricagua e San Francisco do Guarapiche, capturando parte dos indígenas que nelas estavam reduzidos (enquanto outra parte destes teria aproveitado a ocasião para fugir). Pouco tempo depois, fazendo frente ao assédio sofrido, dezenas de caciques Kari’ña, Chaima y Cuaca da mesma área (aproximados por múltiplas redes interétnicas de contato guerreiro) aliaram-se e promoveram uma insurreição conjunta contra os colonizadores espanhóis. Os ameríndios assassinaram numerosos proprietários e criadores de gado coloniais, assim como atacaram os próprios redutos missionais. A aliança do movimento indígena foi atribuída, no período, a um nativo da missão de San Francisco conhecido como “el herrero”.;Venezuela;1
Carora uprising 1671;Local elites;1671;Spanish;Em 1671, os moradores da cidade de Carora (no oeste da Venezuela) invadiram a casa do alcaide Agustín Riera, durante a noite, com o objetivo de conduzi-lo à prisão. Alegava-se publicamente que o oficial comportava-se de maneira hostil e persecutória em relação a numerosos citadinos. A resistência de Riera ao aprisionamento deu início a uma intensa luta corporal que resultou em sua morte.  Em seguida, os revoltados dirigiram-se à casa do Cabildo e tomaram o poder da municipalidade. Informado da situação, o governador da província venezuelana, Fernando de Villegas, organizou em Caracas as tropas repressivas e guiou-as em pessoa até a cidade levantada para reestabelecer a ordem. Os insubordinados foram majoritariamente presos, seus líderes enforcados e o poder institucional do Cabildo restaurado.;Venezuela;1
Carora uprising 1672;Settlers/colonists;1671;Spanish;Em 1671, os moradores da cidade de Carora (no oeste da Venezuela) invadiram a casa do alcaide Agustín Riera, durante a noite, com o objetivo de conduzi-lo à prisão. Alegava-se publicamente que o oficial comportava-se de maneira hostil e persecutória em relação a numerosos citadinos. A resistência de Riera ao aprisionamento deu início a uma intensa luta corporal que resultou em sua morte.  Em seguida, os revoltados dirigiram-se à casa do Cabildo e tomaram o poder da municipalidade. Informado da situação, o governador da província venezuelana, Fernando de Villegas, organizou em Caracas as tropas repressivas e guiou-as em pessoa até a cidade levantada para reestabelecer a ordem. Os insubordinados foram majoritariamente presos, seus líderes enforcados e o poder institucional do Cabildo restaurado.;Venezuela;1
Carora uprising 1673;Others;1671;Spanish;Em 1671, os moradores da cidade de Carora (no oeste da Venezuela) invadiram a casa do alcaide Agustín Riera, durante a noite, com o objetivo de conduzi-lo à prisão. Alegava-se publicamente que o oficial comportava-se de maneira hostil e persecutória em relação a numerosos citadinos. A resistência de Riera ao aprisionamento deu início a uma intensa luta corporal que resultou em sua morte.  Em seguida, os revoltados dirigiram-se à casa do Cabildo e tomaram o poder da municipalidade. Informado da situação, o governador da província venezuelana, Fernando de Villegas, organizou em Caracas as tropas repressivas e guiou-as em pessoa até a cidade levantada para reestabelecer a ordem. Os insubordinados foram majoritariamente presos, seus líderes enforcados e o poder institucional do Cabildo restaurado.;Venezuela;1
Churin indigenous uprising;Women;1663;Spanish;"O povoado de San Juan de Churín foi atacado e incendiado, em 18 de abril de 1663, por aproximadamente mil indígenas, dando início a uma onda de insurreições que se prolongaria no corregimento de Cajatambo até o final de agosto do mesmo ano. A revolta possuía características sociais e simbólicas imbricadas: de um lado, os rebeldes se insurgiram em resposta à sua convocação pelas autoridades coloniais para a prestação serviços de mita no obraje local; de outro, suas ações orientavam-se por uma espécie de messianismo andino que preconizava o retorno do Inca. Segundo informes, os sublevados destruíram as unidades produtivas clamando por guerra e morte aos espanhóis. Quando um missionário franciscano se ofereceu como mediador dos conflitos, os indígenas cobraram que lhes fossem imediatamente entregues as cabeças do governador local e de dois indivíduos livres (de provável origem africana) cuja presença instigava entre os nativos fortes receios de escravização; caso contrário, ameaçavam matar todos os espanhóis e colonos da região, incluindo os padres. De início, o receio de que o levante se proliferasse para outros corregimentos fez com que as autoridades coloniais atuassem com cautela e só três meses depois da conflagração do episódio organizou-se um destacamento armado para sufocar os levantados. As estruturas do povoado foram reconstruídas em 25 de agosto, com a população indígena local recusando-se a trabalhar como mitayos.";Venezuela;1
Churin indigenous uprising;Indigenous;1663;Spanish;"O povoado de San Juan de Churín foi atacado e incendiado, em 18 de abril de 1663, por aproximadamente mil indígenas, dando início a uma onda de insurreições que se prolongaria no corregimento de Cajatambo até o final de agosto do mesmo ano. A revolta possuía características sociais e simbólicas imbricadas: de um lado, os rebeldes se insurgiram em resposta à sua convocação pelas autoridades coloniais para a prestação serviços de mita no obraje local; de outro, suas ações orientavam-se por uma espécie de messianismo andino que preconizava o retorno do Inca. Segundo informes, os sublevados destruíram as unidades produtivas clamando por guerra e morte aos espanhóis. Quando um missionário franciscano se ofereceu como mediador dos conflitos, os indígenas cobraram que lhes fossem imediatamente entregues as cabeças do governador local e de dois indivíduos livres (de provável origem africana) cuja presença instigava entre os nativos fortes receios de escravização; caso contrário, ameaçavam matar todos os espanhóis e colonos da região, incluindo os padres. De início, o receio de que o levante se proliferasse para outros corregimentos fez com que as autoridades coloniais atuassem com cautela e só três meses depois da conflagração do episódio organizou-se um destacamento armado para sufocar os levantados. As estruturas do povoado foram reconstruídas em 25 de agosto, com a população indígena local recusando-se a trabalhar como mitayos.";Venezuela;1
Churin indigenous uprising;Workers;1663;Spanish;"O povoado de San Juan de Churín foi atacado e incendiado, em 18 de abril de 1663, por aproximadamente mil indígenas, dando início a uma onda de insurreições que se prolongaria no corregimento de Cajatambo até o final de agosto do mesmo ano. A revolta possuía características sociais e simbólicas imbricadas: de um lado, os rebeldes se insurgiram em resposta à sua convocação pelas autoridades coloniais para a prestação serviços de mita no obraje local; de outro, suas ações orientavam-se por uma espécie de messianismo andino que preconizava o retorno do Inca. Segundo informes, os sublevados destruíram as unidades produtivas clamando por guerra e morte aos espanhóis. Quando um missionário franciscano se ofereceu como mediador dos conflitos, os indígenas cobraram que lhes fossem imediatamente entregues as cabeças do governador local e de dois indivíduos livres (de provável origem africana) cuja presença instigava entre os nativos fortes receios de escravização; caso contrário, ameaçavam matar todos os espanhóis e colonos da região, incluindo os padres. De início, o receio de que o levante se proliferasse para outros corregimentos fez com que as autoridades coloniais atuassem com cautela e só três meses depois da conflagração do episódio organizou-se um destacamento armado para sufocar os levantados. As estruturas do povoado foram reconstruídas em 25 de agosto, com a população indígena local recusando-se a trabalhar como mitayos.";Venezuela;1
Laicacota rebellion;Artisans;1660;Spanish;Em 1661, uma massa de mineiros mestiços indignados com a realidade fiscal e com as condições de vida e de trabalho experimentadas nas minas de Laicacota refugiaram-se na cidade de La Paz e ali se amotinaram contra as autoridades coloniais instituídas. Seus líderes (entre os quais estava Antonio Gallardo) acusavam os representantes da Coroa de promoverem cobranças injustas e fraudulentas. Uma parcela dos revoltados tentou, sem sucesso, atacar as minas de onde havia saído. Outros setores da população mestiça de La Paz se levantaram em recusa ao recrutamento forçado, chegando a assassinar o corregedor local e vários oficiais das tropas castrenses. Quartéis foram tomados e estabelecimentos comerciais foram destruídos. O movimento repressivo foi impetuoso, mas insuficiente para aplacar as tensões sociais que tomavam conta da região. Nos anos seguintes, entre 1665 e 1668, intensificaram-se antigos conflitos entre mineiros espanhóis de diferentes origens (bascos contra andaluzes) em torno dos direitos de exploração das minas de prata da região, o que culminou em um levante liderado pelos irmãos Gaspar e José Salcedo, representantes da facção dos andaluzes, associados com a população mestiça, ainda inquieta pelas mesmas questões dos anos precedentes. O vice-rei do Peru naquele período, Conde de Lemos, dirigiu-se em pessoa ao sul andino para coordenar as tropas que sufocaram os revoltados. Gaspar de Salcedo terminou preso e seu irmão, José, executado.;Bolivia;1
Laicacota rebellion;Local elites;1660;Spanish;Em 1661, uma massa de mineiros mestiços indignados com a realidade fiscal e com as condições de vida e de trabalho experimentadas nas minas de Laicacota refugiaram-se na cidade de La Paz e ali se amotinaram contra as autoridades coloniais instituídas. Seus líderes (entre os quais estava Antonio Gallardo) acusavam os representantes da Coroa de promoverem cobranças injustas e fraudulentas. Uma parcela dos revoltados tentou, sem sucesso, atacar as minas de onde havia saído. Outros setores da população mestiça de La Paz se levantaram em recusa ao recrutamento forçado, chegando a assassinar o corregedor local e vários oficiais das tropas castrenses. Quartéis foram tomados e estabelecimentos comerciais foram destruídos. O movimento repressivo foi impetuoso, mas insuficiente para aplacar as tensões sociais que tomavam conta da região. Nos anos seguintes, entre 1665 e 1668, intensificaram-se antigos conflitos entre mineiros espanhóis de diferentes origens (bascos contra andaluzes) em torno dos direitos de exploração das minas de prata da região, o que culminou em um levante liderado pelos irmãos Gaspar e José Salcedo, representantes da facção dos andaluzes, associados com a população mestiça, ainda inquieta pelas mesmas questões dos anos precedentes. O vice-rei do Peru naquele período, Conde de Lemos, dirigiu-se em pessoa ao sul andino para coordenar as tropas que sufocaram os revoltados. Gaspar de Salcedo terminou preso e seu irmão, José, executado.;Bolivia;1
Laicacota rebellion;Workers;1660;Spanish;Em 1661, uma massa de mineiros mestiços indignados com a realidade fiscal e com as condições de vida e de trabalho experimentadas nas minas de Laicacota refugiaram-se na cidade de La Paz e ali se amotinaram contra as autoridades coloniais instituídas. Seus líderes (entre os quais estava Antonio Gallardo) acusavam os representantes da Coroa de promoverem cobranças injustas e fraudulentas. Uma parcela dos revoltados tentou, sem sucesso, atacar as minas de onde havia saído. Outros setores da população mestiça de La Paz se levantaram em recusa ao recrutamento forçado, chegando a assassinar o corregedor local e vários oficiais das tropas castrenses. Quartéis foram tomados e estabelecimentos comerciais foram destruídos. O movimento repressivo foi impetuoso, mas insuficiente para aplacar as tensões sociais que tomavam conta da região. Nos anos seguintes, entre 1665 e 1668, intensificaram-se antigos conflitos entre mineiros espanhóis de diferentes origens (bascos contra andaluzes) em torno dos direitos de exploração das minas de prata da região, o que culminou em um levante liderado pelos irmãos Gaspar e José Salcedo, representantes da facção dos andaluzes, associados com a população mestiça, ainda inquieta pelas mesmas questões dos anos precedentes. O vice-rei do Peru naquele período, Conde de Lemos, dirigiu-se em pessoa ao sul andino para coordenar as tropas que sufocaram os revoltados. Gaspar de Salcedo terminou preso e seu irmão, José, executado.;Bolivia;1
Concepcion riots 1655;Local elites;1655;Spanish;Em 20 de fevereiro de 1655, dias após a eclosão da insurreição mapuche, os moradores da cidade de Concepción insurgiram-se contra o governador Antonio de Acuña y Cabrera e seu cunhado, o mestre de campo geral Juan de Salazar, ambos tidos como responsáveis pelo evento rebelde, fosse por terem procedido com maus-tratos aos nativos aliados, fosse por agirem com imprudência política e incapacidade militar. A morada do governador foi invadida por uma turba furiosa que prometia assassiná-lo. Acuña y Cabrera escapou por uma passagem oculta que havia nos fundos do palácio e buscou abrigo junto aos jesuítas. Em seguida, os amotinados dirigiram-se para a praça em frente ao cabildo e, sob gritos de “viva el rey y muera el mal gobierno”, destituíram o mandatário e colocaram em seu lugar o inspetor Francisco de la Fuente Villalobos. Outro sujeito alvejado pela população urbana revoltada foi o fiscal Juan de Huerta Gutiérrez, quem havia recentemente concluído uma pesquisa sobre a participação de membros destacados da elite local em esquemas de apropriação indevida de recursos da coroa, o que demonstra que a ocasião do levante indígena serviu também de pretexto para o extravasamento de tensões de outra ordem. A Audiência considerou aquele ato injurioso e em 2 de março restituiu o governante em seu posto. Quatro indivíduos foram presos, acusados de serem líderes do motim urbano, mas nenhum tribunal americano ou espanhol quis levar adiante as investigações judiciais sobre o caso.;Chile;1
Concepcion riots 1655;Settlers/Colonists;1655;Spanish;Em 20 de fevereiro de 1655, dias após a eclosão da insurreição mapuche, os moradores da cidade de Concepción insurgiram-se contra o governador Antonio de Acuña y Cabrera e seu cunhado, o mestre de campo geral Juan de Salazar, ambos tidos como responsáveis pelo evento rebelde, fosse por terem procedido com maus-tratos aos nativos aliados, fosse por agirem com imprudência política e incapacidade militar. A morada do governador foi invadida por uma turba furiosa que prometia assassiná-lo. Acuña y Cabrera escapou por uma passagem oculta que havia nos fundos do palácio e buscou abrigo junto aos jesuítas. Em seguida, os amotinados dirigiram-se para a praça em frente ao cabildo e, sob gritos de “viva el rey y muera el mal gobierno”, destituíram o mandatário e colocaram em seu lugar o inspetor Francisco de la Fuente Villalobos. Outro sujeito alvejado pela população urbana revoltada foi o fiscal Juan de Huerta Gutiérrez, quem havia recentemente concluído uma pesquisa sobre a participação de membros destacados da elite local em esquemas de apropriação indevida de recursos da coroa, o que demonstra que a ocasião do levante indígena serviu também de pretexto para o extravasamento de tensões de outra ordem. A Audiência considerou aquele ato injurioso e em 2 de março restituiu o governante em seu posto. Quatro indivíduos foram presos, acusados de serem líderes do motim urbano, mas nenhum tribunal americano ou espanhol quis levar adiante as investigações judiciais sobre o caso.;Chile;1
Concepcion riots 1655;Others;1655;Spanish;Em 20 de fevereiro de 1655, dias após a eclosão da insurreição mapuche, os moradores da cidade de Concepción insurgiram-se contra o governador Antonio de Acuña y Cabrera e seu cunhado, o mestre de campo geral Juan de Salazar, ambos tidos como responsáveis pelo evento rebelde, fosse por terem procedido com maus-tratos aos nativos aliados, fosse por agirem com imprudência política e incapacidade militar. A morada do governador foi invadida por uma turba furiosa que prometia assassiná-lo. Acuña y Cabrera escapou por uma passagem oculta que havia nos fundos do palácio e buscou abrigo junto aos jesuítas. Em seguida, os amotinados dirigiram-se para a praça em frente ao cabildo e, sob gritos de “viva el rey y muera el mal gobierno”, destituíram o mandatário e colocaram em seu lugar o inspetor Francisco de la Fuente Villalobos. Outro sujeito alvejado pela população urbana revoltada foi o fiscal Juan de Huerta Gutiérrez, quem havia recentemente concluído uma pesquisa sobre a participação de membros destacados da elite local em esquemas de apropriação indevida de recursos da coroa, o que demonstra que a ocasião do levante indígena serviu também de pretexto para o extravasamento de tensões de outra ordem. A Audiência considerou aquele ato injurioso e em 2 de março restituiu o governante em seu posto. Quatro indivíduos foram presos, acusados de serem líderes do motim urbano, mas nenhum tribunal americano ou espanhol quis levar adiante as investigações judiciais sobre o caso.;Chile;1
Enslaved uprising of Engenho de Santana 1789;Enslaved;1789;Portuguese;O engenho de Santana, em Ilhéus, era uma das principais fazendas açucareiras da Bahia. Antiga propriedade dos jesuítas, confiscada para a coroa em 1759, aquando da extinção daquela ordem religiosa, havia sido adquirida em 1770 por Manoel da Silva Ferreira. Tinha um enorme plantel de escravos de ascendência africana, cerca de 300, muitos deles crioulos, isto é, nascidos já no engenho. Em 1789, alguns desses escravos, em número indeterminado, promoveram um levantamento, paralisaram o trabalho, mataram o feitor e refugiaram-se nas florestas do entorno, onde constituíram um mocambo. A rebelião terá provocado a quase paralização da atividade do engenho durante dois anos. Mas o que mais singulariza esta revolta é o facto de os amotinados terem enviado ao proprietário um denominado “tratado de paz”, documento que, pela sua raridade, tem sido objeto de incontáveis análises e interpretações historiográficas. Na verdade, o “tratado” era um enunciado de reivindicações cujo cumprimento seria a condição para voltarem ao engenho e retomarem o trabalho. Essas reivindicações incluíam sobretudo a melhoria das condições de trabalho, de vida, de festa e de trechos de uma atividade económica própria. Fingindo aceitar as condições, o proprietário conseguiu que parte dos rebelados regressassem das matas, aproveitando a ocasião para mandar prender aqueles que considerou serem os principais culpados. Entre eles estava o líder da revolta, Gregório Luis, que ficaria na prisão em Salvador até 1806. Outros 15 escravos foram vendidos para o Maranhão.;Brazil;1
Barcelona riots 1640;Artisans;1640;Spanish;On 22 May 1640, a week after the destruction of Santa Coloma de Farners by the Spanish tercios, a crowd of peasants burst into the city of Barcelona and took up arms against the viceroy. They were reapers protesting against the consequences of the billeting of the royal soldiers in Catalonia. The crowd stormed the royal prisons and freed the prisoners, including members of the Catalan government imprisoned by order of the viceroy. On 7 June, Corpus Christi Day, the reapers stormed the city again and rose up, this time with the city’s inhabitants. On this occasion, they raided the houses of the royal ministers and assassinated the viceroy of Catalonia (the Count of Santa Coloma) and a judge of the Royal Council of Catalonia (Gabriel Berart). Some twenty soldiers and reapers also lost their lives. After that day, many of the royal ministers went into exile. Others, however, remained in Barcelona and tried to hide. On 15 September, one of them (Jeroni Grau) was discovered with his son and killed by a group of women. The last major outbreak of violence took place in December. On Christmas Eve, a new persecution was unleashed against the few remaining royal ministers hiding in the city. Women, men and children searched churches and convents and killed three judges of the Royal Council: Lluís Ramon, Joan Baptista Gori and Rafael Puig.;Spain;1
